mode,metrics_mode,concurrency,duration,total_reqs,success_reqs,success_rate,start_block,end_block,gas_total,gas_per_req,cpu_seconds_delta,cpu_seconds_per_req,cnet_bytes_delta,cnet_bytes_per_req,average_time_ms,tps
SNMS,docker-cgroup,1,60s,1,1,1.0,2685,2687,1957330,1957330.0,2.831773,2.831773,372908.0,372908.0,398.0,2.5125628140703515
