batch_id,batch_tag,node_count,target_rps,repeat,duration_s,batch_size,accepted,completed,succeeded,failed,inflight,completed_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,k6_http_reqs,k6_http_req_failed_rate,k6_dropped_iterations,k6_http_req_duration_avg_ms,k6_http_req_duration_p95_ms,k6_http_req_duration_p99_ms
adapter-n16-rps40-rep2-1774515888993,node16-rps40-rep2,16,40,2,60,1,2400,2400,2400,0,0,27.3280043724807,43384.14791666667,44745,62956,66321,2400,0,0,1.2690661695833318,2.3062165999999973,0
adapter-n16-rps40-rep3-1774515984158,node16-rps40-rep3,16,40,3,60,1,2401,2401,2401,0,0,27.523987481801612,39030.942940441484,38378,60760,68441,2401,0,0,1.1221379558517286,1.586556,0
adapter-n16-rps60-rep1-1774516079551,node16-rps60-rep1,16,60,1,60,1,3601,3601,3601,0,0,30.91013656769586,64239.71063593446,64125,92715,105055,3601,0,0,1.082323600944182,1.652253,0
adapter-n16-rps60-rep2-1774516204879,node16-rps60-rep2,16,60,2,60,1,3600,3600,3600,0,0,34.12289930901129,59113.931666666664,61460,78731,83221,3600,0,0,1.2104503427777749,2.0564159499999994,0
adapter-n16-rps60-rep3-1774516318275,node16-rps60-rep3,16,60,3,60,1,3600,3600,3600,0,0,32.92000438933392,61279.58305555556,62439,82468,90515,3600,0,0,1.14221186083333,1.8257772999999962,0
adapter-n16-rps70-rep1-1774516435619,node16-rps70-rep1,16,70,1,60,1,4201,4201,4201,0,0,35.1130873773424,72726.06046179481,74269,94833,103330,4201,0,0,1.2171916058081398,2.249147,0
adapter-n16-rps70-rep2-1774516563374,node16-rps70-rep2,16,70,2,60,1,4200,4200,4200,0,0,36.99202029276542,69996.09976190476,71253,89779,95007,4200,0,0,1.0589772883333348,1.6830709499999998,0
adapter-n16-rps70-rep3-1774516685191,node16-rps70-rep3,16,70,3,60,1,4201,4201,4201,0,0,35.65033647603934,73084.93596762675,75221,93730,101631,4201,0,0,1.0767027053082607,1.787208,0
adapter-n16-rps80-rep1-1774516810758,node16-rps80-rep1,16,80,1,60,1,4801,4801,4801,0,0,36.90862405633543,85868.3072276609,86591,107729,111523,4801,0,0,1.1202540647781716,1.863938,0
adapter-n16-rps80-rep2-1774516948762,node16-rps80-rep2,16,80,2,60,1,4801,4801,4801,0,0,35.01133985283715,88560.38471151843,89210,109844,114039,4801,0,0,1.1656039787544292,2.18418,0
adapter-n16-rps80-rep3-1774517094537,node16-rps80-rep3,16,80,3,60,1,4801,4801,4801,0,0,36.47455669852461,85604.26806915225,86279,106091,110615,4801,0,0,1.2111222584878119,2.28574,0
adapter-n16-rps90-rep1-1774517234251,node16-rps90-rep1,16,90,1,60,1,5401,5401,5401,0,0,37.89803107063166,97138.01592297723,98306,118943,124455,5401,0,0,1.0830729618589157,1.94287,0
adapter-n16-rps90-rep2-1774517385978,node16-rps90-rep2,16,90,2,60,1,5401,5401,5401,0,0,35.56354489724697,97235.78781707092,97904,121168,135509,5401,0,0,1.1598987135715617,2.129709,0
adapter-n16-rps90-rep3-1774517545798,node16-rps90-rep3,16,90,3,60,1,5400,5400,5400,0,0,37.76804823119641,96505.00018518518,97461,118858,122367,5400,0,0,1.0504145637037052,1.8684205500000002,0
