node_count,target_rps,repeats,accepted_mean,accepted_std,completed_mean,completed_std,succeeded_mean,succeeded_std,failed_mean,failed_std,inflight_mean,inflight_std,completed_rps_mean,completed_rps_std,latency_avg_ms_mean,latency_avg_ms_std,latency_p50_ms_mean,latency_p50_ms_std,latency_p95_ms_mean,latency_p95_ms_std,latency_p99_ms_mean,latency_p99_ms_std,k6_http_reqs_mean,k6_http_reqs_std,k6_http_req_failed_rate_mean,k6_http_req_failed_rate_std,k6_dropped_iterations_mean,k6_dropped_iterations_std,k6_http_req_duration_avg_ms_mean,k6_http_req_duration_avg_ms_std,k6_http_req_duration_p95_ms_mean,k6_http_req_duration_p95_ms_std,k6_http_req_duration_p99_ms_mean,k6_http_req_duration_p99_ms_std
24,1,3,60.666666666666664,0.5773502691896257,60.666666666666664,0.5773502691896257,60.666666666666664,0.5773502691896257,0.0,0.0,0.0,0.0,0.8013538944976123,0.3446653062259038,39767.074772313295,68003.67922874799,39708.333333333336,68291.8901285748,49998.333333333336,83515.5531942005,51054.333333333336,84265.4416491917,60.666666666666664,0.5773502691896257,0.0,0.0,0.0,0.0,4.231777599453552,1.091827549934669,5.518430666666666,1.0075927592620613,0.0,0.0
24,2,3,120.33333333333333,0.5773502691896257,120.33333333333333,0.5773502691896257,120.33333333333333,0.5773502691896257,0.0,0.0,0.0,0.0,1.9921263314042288,0.008450716854545213,540.8516299357209,86.69057696861273,231.0,27.874719729532707,1798.6666666666667,439.8026072379896,2940.3333333333335,554.464005444297,120.33333333333333,0.5773502691896257,0.0,0.0,0.0,0.0,2.953739457369146,0.2500361883550299,3.8738628166666667,0.4465374358227156,0.0,0.0
24,5,3,301.0,0.0,301.0,0.0,301.0,0.0,0.0,0.0,0.0,0.0,4.957719538515965,0.012767594921417918,965.264673311185,70.85541077920448,769.3333333333334,99.1581228812513,2146.0,53.925875050851054,3566.3333333333335,194.44879360215464,301.0,0.0,0.0,0.0,0.0,0.0,2.066727733111849,0.3184902299656373,2.618783,0.7377174488101796,0.0,0.0
24,10,3,600.6666666666666,0.5773502691896257,600.6666666666666,0.5773502691896257,600.6666666666666,0.5773502691896257,0.0,0.0,0.0,0.0,9.813989119774561,0.07388757247764738,1840.1227897947865,701.4488231529741,1643.6666666666667,464.6206337791439,4297.666666666667,2034.423833259268,5890.333333333333,3080.854805623487,600.6666666666666,0.5773502691896257,0.0,0.0,0.0,0.0,1.7650177315169164,0.12657782678160615,2.373176649999999,0.30987555027255237,0.0,0.0
24,20,3,1200.3333333333333,0.5773502691896257,1200.3333333333333,0.5773502691896257,1200.3333333333333,0.5773502691896257,0.0,0.0,0.0,0.0,16.258963139399317,1.3689910586237475,19293.864435655472,10018.100437095967,18719.0,10322.65532699799,35851.0,15956.409025842877,46328.666666666664,12174.862723387618,1200.3333333333333,0.5773502691896257,0.0,0.0,0.0,0.0,2.0724327357893864,0.4460801545605193,5.30515945,2.859786756104177,0.0,0.0
24,40,3,2401.0,0.0,2401.0,0.0,2401.0,0.0,0.0,0.0,0.0,0.0,21.855276875414177,1.7073529586839322,64280.887269193394,10817.540372517626,65255.0,10879.286925161961,86768.66666666667,10504.64060943226,92790.33333333333,10696.347055576185,2401.0,0.0,0.0,0.0,0.0,0.0,1.240240701096766,0.07765656576761924,2.010684,0.2655949711176776,0.0,0.0
24,60,3,3600.3333333333335,0.5773502691896257,3600.3333333333335,0.5773502691896257,3600.3333333333335,0.5773502691896257,0.0,0.0,0.0,0.0,26.34554733952773,0.6125119303772103,89158.12518631655,2865.7139535324754,89612.0,2904.2956116759187,111956.66666666667,2132.6960245973482,119106.0,2686.7028119983797,3600.3333333333335,0.5773502691896257,0.0,0.0,0.0,0.0,1.2352003677394376,0.07432152938547035,2.2324616666666652,0.3097769502240017,0.0,0.0
24,70,3,4200.333333333333,0.5773502691896257,4200.333333333333,0.5773502691896257,4200.333333333333,0.5773502691896257,0.0,0.0,0.0,0.0,28.436980534722274,0.3856926626291527,100296.29231853338,1778.5489541119164,100775.33333333333,1809.5282073881394,123439.66666666667,753.1429700484055,129559.0,1810.088671861133,4200.333333333333,0.5773502691896257,0.0,0.0,0.0,0.0,1.2268281376732693,0.08162377349093126,2.3196167166666664,0.32548311101221655,0.0,0.0
24,80,3,4801.0,0.0,4801.0,0.0,4801.0,0.0,0.0,0.0,0.0,0.0,28.475449383982994,0.3723028411951839,121651.94126223703,2250.915320072392,122240.0,2303.8895372825496,146209.0,2035.9860019165162,152596.33333333334,1075.1415410695158,4801.0,0.0,0.0,0.0,0.0,0.0,1.2725137645629403,0.06711639762311322,2.5718776666666665,0.2200788551777142,0.0,0.0
24,90,3,5400.333333333333,0.5773502691896257,5400.333333333333,0.5773502691896257,5400.333333333333,0.5773502691896257,0.0,0.0,0.0,0.0,30.45176144476675,0.4335173255028651,130175.92389728925,691.5227003504548,130786.66666666667,748.7137859912381,152945.33333333334,418.27064603356206,157851.0,1440.2149145179687,5400.333333333333,0.5773502691896257,0.0,0.0,0.0,0.0,1.2451833272375736,0.007118109551285077,2.55874795,0.0524668398145676,0.0,0.0
