label,mode,fault_type,back_type,cal_type,target_service,second_target_service,leader_service,leader_service_at_fault,active_services,node_count,es_count,target_rps,duration_s,fault_at_s,recover_at_s,start_time_utc,end_time_utc,k6_exit_code,fault_error,iterations,http_reqs,http_req_failed_rate,http_req_duration_avg_ms,http_req_duration_p95_ms,http_req_duration_p99_ms,dropped_iterations,interrupted_iterations,record_total,record_right,record_wrong,record_failure_rate,baseline_completed_rps,fault_completed_rps,recovery_completed_rps,baseline_success_rate,fault_success_rate,recovery_success_rate,throughput_drop_ratio,mttr_records_based_s
mnms_nonleader_crash_rps1_run2,MNMS,nonleader_crash,1,0,oracle-node-1,,oracle-node-4,oracle-node-3,"oracle-node-1,oracle-node-2,oracle-node-3,oracle-node-4",4,7,1.0,180,60,120,2026-03-21T07:48:36.844666Z,2026-03-21T07:51:53.852028Z,0,,180,180,0,8801.124624205553,18366.71596735,0.0,0.0,0.0,180,149,31,0.17222222222222222,0.7482807839698837,1.0540464676291532,0.8229909581733259,0.9047619047619048,0.7818181818181819,0.7441860465116279,0.0,74.39540910720825
