label,mode,fault_type,back_type,cal_type,target_service,second_target_service,leader_service,leader_service_at_fault,active_services,node_count,es_count,target_rps,duration_s,fault_at_s,recover_at_s,start_time_utc,end_time_utc,k6_exit_code,fault_error,iterations,http_reqs,http_req_failed_rate,http_req_duration_avg_ms,http_req_duration_p95_ms,http_req_duration_p99_ms,dropped_iterations,interrupted_iterations,record_total,record_right,record_wrong,record_failure_rate,baseline_completed_rps,fault_completed_rps,recovery_completed_rps,baseline_success_rate,fault_success_rate,recovery_success_rate,throughput_drop_ratio,mttr_records_based_s
mnms_leader_crash_rps1_run2,MNMS,leader_crash,1,0,oracle-node-2,,oracle-node-1,oracle-node-2,"oracle-node-1,oracle-node-2,oracle-node-3,oracle-node-4",4,7,1.0,180,60,120,2026-03-21T07:21:47.497140Z,2026-03-21T07:25:13.866524Z,0,,175,175,0,16513.219371388568,25272.9904897,0.0,5,0.0,175,137,38,0.21714285714285714,0.8195851479492389,0.8244847653420289,0.9387936608864783,0.6521739130434783,0.3488372093023256,0.32653061224489793,0.0,150.64811205863953
