label,mode,fault_type,back_type,cal_type,target_service,second_target_service,leader_service,leader_service_at_fault,active_services,node_count,es_count,target_rps,duration_s,fault_at_s,recover_at_s,start_time_utc,end_time_utc,k6_exit_code,fault_error,iterations,http_reqs,http_req_failed_rate,http_req_duration_avg_ms,http_req_duration_p95_ms,http_req_duration_p99_ms,dropped_iterations,interrupted_iterations,record_total,record_right,record_wrong,record_failure_rate,baseline_completed_rps,fault_completed_rps,recovery_completed_rps,baseline_success_rate,fault_success_rate,recovery_success_rate,throughput_drop_ratio,mttr_records_based_s
mnms_baseline_rps1_run1,MNMS,baseline,1,0,,,oracle-node-2,,"oracle-node-1,oracle-node-2,oracle-node-3,oracle-node-4",4,7,1.0,180,60,120,2026-03-21T03:03:19.086008Z,2026-03-21T03:06:49.080306Z,0,,174,174,0,18806.362655132183,27334.8006571,0.0,7,0.0,174,174,0,0.0,0.7837248451714589,0.7856986580966899,0.9767372750588725,0.8181818181818182,0.5853658536585366,0.39215686274509803,0.0,152.73664116859436
