label,mode,fault_type,back_type,cal_type,target_service,second_target_service,leader_service,leader_service_at_fault,active_services,node_count,es_count,target_rps,duration_s,fault_at_s,recover_at_s,start_time_utc,end_time_utc,k6_exit_code,fault_error,iterations,http_reqs,http_req_failed_rate,http_req_duration_avg_ms,http_req_duration_p95_ms,http_req_duration_p99_ms,dropped_iterations,interrupted_iterations,record_total,record_right,record_wrong,record_failure_rate,baseline_completed_rps,fault_completed_rps,recovery_completed_rps,baseline_success_rate,fault_success_rate,recovery_success_rate,throughput_drop_ratio,mttr_records_based_s
mnss_leader_crash_rps1_run2,MNSS,leader_crash,1,0,oracle-node-3,,oracle-node-3,oracle-node-3,"oracle-node-1,oracle-node-2,oracle-node-3,oracle-node-4",4,1,1.0,180,60,120,2026-03-21T02:19:41.618688Z,2026-03-21T02:22:44.461066Z,0,,181,181,0,430.02401541988974,525.460636,0.0,0.0,0.0,181,142,39,0.2154696132596685,0.9973776572463608,0.996361238991988,1.013856401450191,0.75,0.7692307692307693,0.7924528301886793,0.0010190906593787426,62.366843461990356
