req_id,leader_service,total_e2e_ms,adapter_publish_ms,adapter_wait_reply_ms,adapter_async_ms,adapter_chain_submit_ms,adapter_db_save_ms,leader_verify_ms,leader_election_msg_build_ms,leader_election_kafka_send_ms,leader_election_total_ms,leader_reply_to_setup_wait_ms,leader_setup_invoke_ms,leader_pre_consensus_ms,leader_init_ms,leader_broadcast_send_ms,leader_consensus_total_ms,leader_es_queue_before_http_ms,leader_es_http_ms,leader_es_body_read_ms,leader_es_json_parse_ms,leader_es_finalize_ms,leader_es_total_ms,leader_reply_after_es_ms,leader_wait_threshold_ms,leader_aggregate_ms,leader_agg_broadcast_roundtrip_ms,leader_commit_build_send_ms,leader_commit_wait_ms,leader_reply_kafka_ms,leader_post_threshold_ms,all_nodes_es_total_avg_ms,all_nodes_es_total_min_ms,all_nodes_es_total_max_ms,all_nodes_es_queue_avg_ms,all_nodes_es_http_avg_ms,worker_node_count
3011000114313471720000015871,oracle-lab-oracle-node-7,614,9,32,572,418,4,0,0,3,3,0,1,4,0,0,107,1,3,0,0,1,5,0,10,0,,,0,84,97,69.6875,4,1024,1.25,67.375,16.0
3011000114313471720000015872,oracle-lab-oracle-node-3,702,7,118,577,508,5,0,1,7,8,0,2,9,0,1,105,1,6,1,0,0,8,0,9,0,,,0,78,96,132.875,3,1012,1.5,130.0625,16.0
3011000114313471720000015873,oracle-lab-oracle-node-4,399,6,32,360,295,4,1,0,2,2,1,2,4,1,1,25,1,3,0,0,0,4,1,9,0,,,0,3,16,268.375,4,1053,2.0,265.5625,16.0
3011000114313471720000015874,oracle-lab-oracle-node-3,415,7,24,385,337,4,0,0,1,1,0,1,1,0,1,18,1,2,1,0,0,4,0,8,0,,,0,1,10,72.1875,3,1059,1.4375,69.875,16.0
3011000114313471720000015875,oracle-lab-oracle-node-8,510,7,117,386,333,4,0,1,2,3,1,1,4,0,1,24,2,4,0,0,1,7,0,10,0,3,0,0,7,14,8.6875,4,25,2.6875,4.875,16.0
3011000114313471720000015876,oracle-lab-oracle-node-3,510,7,26,476,366,34,0,0,1,1,0,1,2,0,0,16,1,4,1,0,0,6,0,8,1,,,0,1,8,196.9375,4,1021,1.8125,193.8125,16.0
3011000114313471720000015877,oracle-lab-oracle-node-2,474,7,122,344,301,6,1,0,2,2,0,1,4,0,0,112,1,5,0,0,0,6,1,9,0,,,0,3,103,132.6875,5,1010,1.5625,130.125,16.0
3011000114313471720000015878,oracle-lab-oracle-node-8,388,7,22,359,319,5,0,0,1,1,0,1,1,0,1,15,1,5,0,0,1,7,0,10,0,,,0,1,5,344.875,5,1050,1.0,342.5625,16.0
3011000114313471720000015879,oracle-lab-oracle-node-2,658,7,24,626,509,5,0,1,0,1,0,1,1,1,0,17,1,1051,1,0,0,1053,1,9,0,,,0,0,8,267.0,3,1054,1.0,265.125,16.0
3011000114313471720000015880,oracle-lab-oracle-node-8,416,6,22,388,332,5,0,1,0,1,0,3,2,0,1,16,1,3,0,0,1,5,0,9,0,,,0,1,7,150.25,4,1062,1.0625,148.25,16.0
3011000114313471720000015881,oracle-lab-oracle-node-5,696,9,216,471,403,5,0,1,2,3,1,1,4,0,0,205,1,4,0,0,1,6,0,12,0,,,0,95,193,19.125,4,206,1.375,16.8125,16.0
3011000114313471720000015882,oracle-lab-oracle-node-7,416,6,23,387,286,5,1,0,1,1,0,1,2,0,1,15,1,207,1,0,0,209,1,8,0,,,0,1,7,107.0625,4,1022,0.875,105.25,16.0
3011000114313471720000015883,oracle-lab-oracle-node-8,421,6,26,390,306,5,0,1,0,1,0,1,2,0,0,17,1,1026,0,0,1,1028,0,9,0,,,0,2,8,273.75,4,1028,1.0,271.75,16.0
3011000114313471720000015884,oracle-lab-oracle-node-8,495,7,113,374,324,13,0,0,1,1,0,1,1,0,1,107,1,3,0,95,1,100,0,9,0,,,0,93,98,140.5625,3,1034,1.125,132.5,16.0
3011000114313471720000015885,oracle-lab-oracle-node-5,624,6,122,496,413,7,0,1,0,1,0,1,1,0,1,115,2,7,1,0,1,11,1,13,0,,,0,1,102,139.0625,4,1043,1.3125,136.6875,16.0
3011000114313471720000015886,oracle-lab-oracle-node-2,519,5,23,490,435,6,0,0,1,1,1,0,2,0,0,16,1,1052,0,1,0,1054,0,9,0,,,0,0,7,333.4375,4,1056,1.0,331.3125,16.0
3011000114313471720000015887,oracle-lab-oracle-node-5,429,8,22,398,327,5,0,0,1,1,0,1,1,0,1,17,1,4,0,0,0,5,1,10,0,,,0,1,7,270.3125,5,1067,1.125,267.875,16.0
3011000114313471720000015888,oracle-lab-oracle-node-4,425,8,27,390,311,5,0,0,0,0,0,1,2,0,0,107,1,4,1,0,0,6,1,10,0,,,1,2,97,223.5625,5,1066,7.4375,215.375,16.0
3011000114313471720000015889,oracle-lab-oracle-node-7,470,8,30,432,358,5,0,0,1,1,0,1,1,0,1,22,1,206,1,0,0,208,0,9,0,,,0,1,13,207.1875,4,1011,1.0,204.875,16.0
3011000114313471720000015890,oracle-lab-oracle-node-1,753,8,130,614,535,9,0,0,5,5,3,2,8,0,1,113,1,208,1,0,0,210,0,14,0,,,0,8,99,397.5625,5,1012,1.0625,395.625,16.0
3011000114313471720000015891,oracle-lab-oracle-node-7,392,8,26,357,291,5,0,0,1,1,1,3,2,0,3,18,1,5,0,0,1,7,0,8,0,,,0,1,10,197.0625,3,1027,0.875,195.5,16.0
3011000114313471720000015892,oracle-lab-oracle-node-2,531,7,120,403,309,26,0,0,1,1,0,7,2,0,6,114,1,2,0,0,1,4,0,9,0,,,0,1,105,263.625,4,1036,1.3125,261.375,16.0
3011000114313471720000015893,oracle-lab-oracle-node-2,439,6,30,402,349,5,0,1,0,1,0,1,1,0,0,23,1,1043,0,0,1,1045,0,11,0,,,0,0,12,653.6875,5,3090,1.0625,651.625,16.0
3011000114313471720000015894,oracle-lab-oracle-node-4,426,8,25,392,328,4,0,1,0,1,0,6,1,0,6,20,1,2,1,0,0,4,0,13,0,,,0,1,7,200.4375,4,1047,1.1875,198.5,16.0
3011000114313471720000015895,oracle-lab-oracle-node-1,445,7,25,412,335,34,0,1,0,1,0,2,2,0,1,18,1,3,1,1,0,6,0,7,0,,,0,1,11,270.3125,4,1062,1.1875,267.875,16.0
3011000114313471720000015896,oracle-lab-oracle-node-3,675,7,116,552,490,5,0,0,2,2,0,0,3,0,0,19,2,5,0,1,0,8,0,8,0,,,0,5,11,332.6875,4,1051,1.0,330.6875,16.0
3011000114313471720000015897,oracle-lab-oracle-node-1,381,7,27,347,294,5,0,1,0,1,0,1,6,0,1,15,1,1040,0,1,0,1042,0,9,0,,,0,1,6,330.4375,5,1042,1.1875,328.3125,16.0
3011000114313471720000015898,oracle-lab-oracle-node-2,507,7,24,476,351,4,0,1,0,1,0,1,2,0,0,16,1,4,0,1,0,6,0,7,0,,,0,1,9,257.75,4,1015,1.125,255.625,16.0
3011000114313471720000015899,oracle-lab-oracle-node-4,574,7,116,451,368,5,1,0,1,1,0,1,2,0,0,109,1,3,0,0,1,5,0,12,0,,,0,1,97,6.375,3,22,2.125,3.4375,16.0
3011000114313471720000015900,oracle-lab-oracle-node-7,641,6,27,607,532,6,0,0,1,1,0,1,1,0,1,18,1,4,0,0,0,5,1,12,0,,,0,0,6,201.9375,4,1052,1.0625,200.3125,16.0
