req_id,leader_service,total_e2e_ms,adapter_publish_ms,adapter_wait_reply_ms,adapter_async_ms,adapter_chain_submit_ms,adapter_db_save_ms,leader_verify_ms,leader_election_msg_build_ms,leader_election_kafka_send_ms,leader_election_total_ms,leader_reply_to_setup_wait_ms,leader_setup_invoke_ms,leader_pre_consensus_ms,leader_init_ms,leader_broadcast_send_ms,leader_consensus_total_ms,leader_es_queue_before_http_ms,leader_es_http_ms,leader_es_body_read_ms,leader_es_json_parse_ms,leader_es_finalize_ms,leader_es_total_ms,leader_reply_after_es_ms,leader_wait_threshold_ms,leader_aggregate_ms,leader_agg_broadcast_roundtrip_ms,leader_commit_build_send_ms,leader_commit_wait_ms,leader_reply_kafka_ms,leader_post_threshold_ms,all_nodes_es_total_avg_ms,all_nodes_es_total_min_ms,all_nodes_es_total_max_ms,all_nodes_es_queue_avg_ms,all_nodes_es_http_avg_ms,worker_node_count
3011000199581402750000015721,oracle-lab-oracle-node-2,498,8,114,376,314,5,0,1,1,2,0,1,2,1,0,109,1,4,0,0,14,19,0,21,0,,,0,81,88,22.0,17,27,1.0,3.75,8.0
3011000199581402750000015722,oracle-lab-oracle-node-3,723,8,215,499,437,4,0,1,2,3,0,1,3,0,1,207,1,2,0,0,17,20,0,23,0,,,0,96,184,21.875,18,31,1.125,3.5,8.0
3011000199581402750000015723,oracle-lab-oracle-node-7,444,7,37,399,314,6,0,0,0,0,1,0,2,0,0,32,1,4,0,0,19,24,0,25,1,,,0,2,7,20.25,18,24,1.0,4.25,8.0
3011000199581402750000015724,oracle-lab-oracle-node-3,603,8,118,476,419,5,0,0,0,1,0,1,1,0,0,113,1,2,1,0,9,13,1,18,0,3,1,0,1,95,147.125,13,1055,1.0,133.75,8.0
3011000199581402750000015725,oracle-lab-oracle-node-5,863,10,206,646,530,7,0,1,2,3,0,1,3,0,1,110,1,4,0,0,97,102,0,20,0,,,0,3,90,166.0,16,1039,1.0,131.625,8.0
3011000199581402750000015726,oracle-lab-oracle-node-5,529,7,113,409,298,15,0,1,0,1,0,1,2,1,0,107,1,4,0,0,101,106,0,23,0,,,0,1,84,30.375,15,106,1.0,3.25,8.0
3011000199581402750000015727,oracle-lab-oracle-node-6,543,8,114,420,322,5,1,0,2,2,0,1,3,1,0,108,1,3,0,0,13,17,1,23,0,,,0,79,85,29.25,16,104,0.875,3.0,8.0
3011000199581402750000015728,oracle-lab-oracle-node-8,677,7,217,453,367,4,0,0,2,2,0,1,3,0,0,210,1,2,0,0,12,15,0,19,0,93,0,0,95,191,17.0,15,21,1.25,3.375,8.0
3011000199581402750000015729,oracle-lab-oracle-node-3,521,7,119,395,314,4,0,0,1,1,0,1,2,0,0,112,2,6,0,1,13,22,1,22,0,,,0,2,90,145.625,17,1032,1.125,130.75,8.0
3011000199581402750000015730,oracle-lab-oracle-node-8,588,7,38,543,433,5,0,0,1,1,0,1,1,0,1,33,1,2,0,0,12,15,1,20,0,9,1,0,0,13,143.125,15,1024,1.125,128.875,8.0
