req_id,leader_service,total_e2e_ms,adapter_publish_ms,adapter_wait_reply_ms,adapter_async_ms,adapter_chain_submit_ms,adapter_db_save_ms,leader_verify_ms,leader_election_msg_build_ms,leader_election_kafka_send_ms,leader_election_total_ms,leader_reply_to_setup_wait_ms,leader_setup_invoke_ms,leader_pre_consensus_ms,leader_init_ms,leader_broadcast_send_ms,leader_consensus_total_ms,leader_es_queue_before_http_ms,leader_es_http_ms,leader_es_body_read_ms,leader_es_json_parse_ms,leader_es_finalize_ms,leader_es_total_ms,leader_reply_after_es_ms,leader_wait_threshold_ms,leader_aggregate_ms,leader_agg_broadcast_roundtrip_ms,leader_commit_build_send_ms,leader_commit_wait_ms,leader_reply_kafka_ms,leader_post_threshold_ms,all_nodes_es_total_avg_ms,all_nodes_es_total_min_ms,all_nodes_es_total_max_ms,all_nodes_es_queue_avg_ms,all_nodes_es_http_avg_ms,worker_node_count
3011000114313471720000016053,oracle-lab-oracle-node-4,409,9,19,381,304,5,0,0,1,1,1,0,2,0,0,13,0,2,1,0,0,3,0,7,0,1,1,0,2,6,4.0,3,5,0.75,2.5,4.0
3011000114313471720000016054,oracle-lab-oracle-node-4,414,7,15,391,314,5,0,0,1,1,0,1,1,0,1,11,1,2,1,0,0,4,0,7,0,,,0,0,4,5.0,3,9,2.25,2.25,4.0
3011000114313471720000016055,oracle-lab-oracle-node-4,500,11,19,470,380,5,0,0,1,2,0,2,2,1,1,13,1,3,1,0,0,5,0,9,0,,,0,1,4,4.5,4,5,1.0,3.0,4.0
3011000114313471720000016056,oracle-lab-oracle-node-4,444,7,17,420,316,6,0,1,0,1,0,1,1,0,1,13,1,2,0,0,0,3,1,7,0,3,0,0,1,6,3.5,3,4,1.0,2.25,4.0
3011000114313471720000016057,oracle-lab-oracle-node-4,452,9,16,427,312,6,0,0,0,0,1,0,1,0,0,11,1,2,0,1,0,4,0,6,0,1,0,0,0,5,5.25,4,9,2.25,2.0,4.0
3011000114313471720000016058,oracle-lab-oracle-node-1,551,8,113,429,332,9,0,0,3,3,0,2,4,0,2,107,1,3,0,0,0,4,1,9,0,1,0,0,93,98,4.25,4,5,1.0,2.5,4.0
3011000114313471720000016059,oracle-lab-oracle-node-4,409,9,26,374,296,7,0,0,1,1,0,1,6,0,1,17,2,3,0,0,0,5,1,7,0,,,0,1,10,4.75,4,5,1.5,2.5,4.0
3011000114313471720000016060,oracle-lab-oracle-node-2,489,13,17,458,341,16,0,0,2,2,0,1,2,0,1,13,1,3,0,0,0,4,0,6,1,,,0,2,7,3.75,3,4,1.0,2.25,4.0
3011000114313471720000016061,oracle-lab-oracle-node-2,428,9,17,401,318,5,1,0,0,0,1,1,2,0,1,12,1,2,0,0,1,4,0,6,0,2,0,0,1,6,4.0,4,4,0.75,2.5,4.0
3011000114313471720000016062,oracle-lab-oracle-node-2,469,8,15,445,358,5,0,0,1,1,0,1,1,0,0,11,0,3,0,0,0,3,0,6,0,1,0,0,1,5,4.0,3,5,0.75,2.75,4.0
3011000114313471720000016063,oracle-lab-oracle-node-1,388,9,17,362,289,6,0,0,0,0,1,0,1,0,0,12,1,4,0,1,0,6,0,7,0,,,0,1,5,5.25,4,6,0.75,4.0,4.0
3011000114313471720000016064,oracle-lab-oracle-node-2,403,8,17,378,291,5,0,0,0,1,0,1,1,0,1,12,1,4,0,0,1,6,0,7,0,,,0,1,5,5.25,4,6,1.0,3.5,4.0
