req_id,leader_service,total_e2e_ms,adapter_publish_ms,adapter_wait_reply_ms,adapter_async_ms,adapter_chain_submit_ms,adapter_db_save_ms,leader_verify_ms,leader_election_msg_build_ms,leader_election_kafka_send_ms,leader_election_total_ms,leader_reply_to_setup_wait_ms,leader_setup_invoke_ms,leader_pre_consensus_ms,leader_init_ms,leader_broadcast_send_ms,leader_consensus_total_ms,leader_es_queue_before_http_ms,leader_es_http_ms,leader_es_body_read_ms,leader_es_json_parse_ms,leader_es_finalize_ms,leader_es_total_ms,leader_reply_after_es_ms,leader_wait_threshold_ms,leader_aggregate_ms,leader_agg_broadcast_roundtrip_ms,leader_commit_build_send_ms,leader_commit_wait_ms,leader_reply_kafka_ms,leader_post_threshold_ms,all_nodes_es_total_avg_ms,all_nodes_es_total_min_ms,all_nodes_es_total_max_ms,all_nodes_es_queue_avg_ms,all_nodes_es_http_avg_ms,worker_node_count
3011000199581402750000015993,oracle-lab-oracle-node-1,846,12,310,523,426,7,0,1,1,2,0,1,3,0,1,303,1,3,0,0,200,204,0,102,0,,,0,3,201,107.5,18,204,1.5,2.75,4.0
3011000199581402750000015994,oracle-lab-oracle-node-4,616,8,216,391,331,5,0,1,1,2,1,1,3,0,0,210,2,2,0,0,101,105,0,106,0,,,0,2,104,61.25,17,105,1.25,3.0,4.0
3011000199581402750000015995,oracle-lab-oracle-node-2,527,9,119,399,315,6,0,1,2,3,0,1,3,0,1,112,1,3,1,0,12,17,0,22,0,85,0,0,2,90,17.5,17,18,1.0,2.75,4.0
3011000199581402750000015996,oracle-lab-oracle-node-1,632,11,226,395,292,27,0,0,0,1,0,1,1,1,0,220,2,2,0,0,205,209,0,213,0,,,0,1,7,156.0,105,209,1.25,2.25,4.0
3011000199581402750000015997,oracle-lab-oracle-node-4,468,9,118,341,264,6,0,0,1,1,0,1,1,0,1,112,2,4,0,0,15,21,0,23,0,,,0,1,89,19.5,18,21,1.25,3.0,4.0
3011000199581402750000015998,oracle-lab-oracle-node-1,478,8,32,437,313,6,0,0,1,1,0,1,1,0,1,110,1,3,0,1,12,17,1,20,0,,,0,1,90,16.75,16,18,0.75,3.25,4.0
3011000199581402750000015999,oracle-lab-oracle-node-1,581,8,216,356,275,4,0,0,0,0,0,1,2,0,0,211,1,2,1,0,107,111,0,20,0,,,0,96,191,62.75,16,111,0.75,2.5,4.0
3011000199581402750000016000,oracle-lab-oracle-node-3,614,7,214,393,298,4,0,0,2,2,1,1,3,0,1,207,1,3,0,0,18,22,0,25,0,,,0,95,182,21.0,17,25,1.0,3.5,4.0
3011000199581402750000016001,oracle-lab-oracle-node-4,664,10,115,538,413,5,0,0,1,1,0,1,1,0,0,109,1,5,0,0,12,18,1,22,0,,,0,1,87,18.0,18,18,1.0,3.75,4.0
3011000199581402750000016002,oracle-lab-oracle-node-2,481,8,32,441,317,33,1,0,0,0,1,1,2,0,0,27,1,3,0,0,106,110,0,22,0,,,0,1,5,40.5,17,110,1.0,2.75,4.0
