req_id,leader_service,total_e2e_ms,adapter_publish_ms,adapter_wait_reply_ms,adapter_async_ms,adapter_chain_submit_ms,adapter_db_save_ms,leader_verify_ms,leader_election_msg_build_ms,leader_election_kafka_send_ms,leader_election_total_ms,leader_reply_to_setup_wait_ms,leader_setup_invoke_ms,leader_pre_consensus_ms,leader_init_ms,leader_broadcast_send_ms,leader_consensus_total_ms,leader_es_queue_before_http_ms,leader_es_http_ms,leader_es_body_read_ms,leader_es_json_parse_ms,leader_es_finalize_ms,leader_es_total_ms,leader_reply_after_es_ms,leader_wait_threshold_ms,leader_aggregate_ms,leader_agg_broadcast_roundtrip_ms,leader_commit_build_send_ms,leader_commit_wait_ms,leader_reply_kafka_ms,leader_post_threshold_ms,all_nodes_es_total_avg_ms,all_nodes_es_total_min_ms,all_nodes_es_total_max_ms,all_nodes_es_queue_avg_ms,all_nodes_es_http_avg_ms,worker_node_count
3011000199581402750000015679,oracle-lab-oracle-node-5,731,12,312,408,334,6,0,0,7,7,0,9,8,0,9,297,94,13,1,0,291,399,0,102,0,,,0,93,195,115.3125,19,399,7.5625,4.0625,16.0
3011000199581402750000015680,oracle-lab-oracle-node-7,869,10,416,442,358,5,0,0,4,4,0,1,5,0,0,408,1,4,1,0,297,303,0,118,0,,,0,199,290,280.25,26,1102,1.4375,136.875,16.0
3011000199581402750000015681,oracle-lab-oracle-node-6,768,9,322,437,373,5,0,1,2,3,0,2,3,1,0,315,1,10,0,0,288,299,7,109,0,,,0,9,206,92.5625,22,299,1.125,6.3125,16.0
3011000199581402750000015682,oracle-lab-oracle-node-1,963,14,413,536,432,6,0,0,3,3,0,1,4,0,0,406,7,5,1,0,97,110,0,106,0,,,0,3,300,343.125,21,1051,1.8125,4.0,16.0
3011000199581402750000015683,oracle-lab-oracle-node-6,881,9,310,561,452,4,0,1,1,2,0,1,2,1,0,295,10,4,0,0,175,189,0,109,0,,,0,95,186,423.1875,93,1153,2.3125,131.9375,16.0
3011000199581402750000015684,oracle-lab-oracle-node-5,746,10,213,523,435,5,0,0,0,1,1,1,2,0,1,205,1,3,0,0,98,102,0,24,0,,,0,101,181,111.5,19,1034,1.25,69.4375,16.0
3011000199581402750000015685,oracle-lab-oracle-node-4,754,8,320,425,326,6,0,1,2,3,0,2,3,0,1,310,2,11,0,0,289,302,99,108,0,,,0,4,202,335.5625,19,1110,1.1875,263.0625,16.0
3011000199581402750000015686,oracle-lab-oracle-node-4,671,8,123,539,448,4,0,1,0,1,0,2,2,0,1,115,1,12,3,0,102,118,1,24,0,,,0,4,91,264.0625,19,1047,1.0625,198.375,16.0
3011000199581402750000015687,oracle-lab-oracle-node-6,741,8,227,505,447,5,0,0,0,0,1,1,3,0,1,218,1,5,1,0,396,403,0,108,0,,,0,1,110,98.375,24,403,1.5625,5.1875,16.0
3011000199581402750000015688,oracle-lab-oracle-node-8,716,7,317,391,329,4,0,1,2,3,0,3,4,1,1,308,1,5,1,0,102,109,1,117,0,,,0,96,191,465.5625,24,1145,1.25,194.375,16.0
