req_id,leader_service,total_e2e_ms,adapter_publish_ms,adapter_wait_reply_ms,adapter_async_ms,adapter_chain_submit_ms,adapter_db_save_ms,leader_verify_ms,leader_election_msg_build_ms,leader_election_kafka_send_ms,leader_election_total_ms,leader_reply_to_setup_wait_ms,leader_setup_invoke_ms,leader_pre_consensus_ms,leader_init_ms,leader_broadcast_send_ms,leader_consensus_total_ms,leader_es_queue_before_http_ms,leader_es_http_ms,leader_es_body_read_ms,leader_es_json_parse_ms,leader_es_finalize_ms,leader_es_total_ms,leader_reply_after_es_ms,leader_wait_threshold_ms,leader_aggregate_ms,leader_agg_broadcast_roundtrip_ms,leader_commit_build_send_ms,leader_commit_wait_ms,leader_reply_kafka_ms,leader_post_threshold_ms,all_nodes_es_total_avg_ms,all_nodes_es_total_min_ms,all_nodes_es_total_max_ms,all_nodes_es_queue_avg_ms,all_nodes_es_http_avg_ms,worker_node_count
3011000114313471720000015841,oracle-lab-oracle-node-4,677,10,118,550,461,7,0,0,0,0,1,2,2,0,1,106,1,16,1,0,0,18,1,19,1,,,0,72,87,120.09375,4,1067,1.25,117.34375,32.0
3011000114313471720000015842,oracle-lab-oracle-node-3,664,6,220,438,378,5,1,6,2,8,1,1,10,0,1,204,1,18,1,0,0,20,0,13,0,,,0,98,191,95.65625,6,1036,1.125,92.53125,32.0
3011000114313471720000015843,oracle-lab-oracle-node-4,630,12,211,407,349,6,0,0,1,1,0,1,1,0,1,203,1,15,1,0,0,17,0,10,0,,,1,1,193,187.5625,6,1029,1.375,184.75,32.0
3011000114313471720000015844,oracle-lab-oracle-node-8,735,7,218,509,448,5,1,0,5,5,0,6,6,0,6,203,1,5,0,0,1,7,0,14,1,,,0,92,189,201.0,6,1028,1.59375,197.625,32.0
3011000114313471720000015845,oracle-lab-oracle-node-2,1026,8,219,798,720,7,0,1,5,6,0,1,7,0,1,117,1,1030,0,1,0,1032,0,32,0,,,0,4,85,82.84375,4,1033,2.125,78.0625,32.0
3011000114313471720000015846,oracle-lab-oracle-node-1,616,7,217,391,318,5,0,0,2,2,0,1,5,0,1,107,1,14,1,0,80,96,1,15,0,,,0,6,92,80.78125,4,1009,1.25,75.65625,32.0
3011000114313471720000015847,oracle-lab-oracle-node-7,580,7,221,351,302,5,0,1,3,4,1,1,6,0,1,207,1,5,1,0,0,7,0,13,0,,,0,5,194,237.78125,4,1026,1.6875,235.0625,32.0
3011000114313471720000015848,oracle-lab-oracle-node-1,425,9,34,381,313,5,0,1,1,2,0,1,2,1,0,25,1,10,0,0,7,18,0,12,0,,,0,1,13,521.90625,6,1478,1.1875,519.46875,32.0
3011000114313471720000015849,oracle-lab-oracle-node-4,437,8,36,393,316,6,0,0,0,1,0,1,1,0,0,28,7,1051,0,1,0,1059,0,15,0,,,0,1,13,205.21875,4,1059,1.4375,202.375,32.0
3011000114313471720000015850,oracle-lab-oracle-node-5,636,9,211,415,340,7,1,0,2,3,0,2,5,0,1,198,82,3,0,1,0,86,96,12,0,,,0,97,186,563.40625,4,3067,3.75,558.34375,32.0
3011000114313471720000015851,oracle-lab-oracle-node-1,435,8,40,386,302,6,0,1,0,1,0,1,1,1,0,27,1,1062,1,0,0,1064,1,18,0,,,0,1,9,304.875,5,3110,1.09375,302.0,32.0
3011000114313471720000015852,oracle-lab-oracle-node-2,555,8,127,419,318,32,0,0,1,1,0,3,1,0,2,113,4,1049,1,0,0,1054,1,19,0,,,0,0,94,209.09375,5,1058,2.59375,203.125,32.0
