label,mode,fault_type,back_type,cal_type,target_service,second_target_service,leader_service,leader_service_at_fault,active_services,node_count,es_count,target_rps,duration_s,fault_at_s,recover_at_s,start_time_utc,end_time_utc,k6_exit_code,fault_error,iterations,http_reqs,http_req_failed_rate,http_req_duration_avg_ms,http_req_duration_p95_ms,http_req_duration_p99_ms,dropped_iterations,interrupted_iterations,record_total,record_right,record_wrong,record_failure_rate,baseline_completed_rps,fault_completed_rps,recovery_completed_rps,baseline_success_rate,fault_success_rate,recovery_success_rate,throughput_drop_ratio,mttr_records_based_s
mnss_nonleader_crash_rps1_run1,MNSS,nonleader_crash,1,0,oracle-node-1,,oracle-node-4,oracle-node-3,"oracle-node-1,oracle-node-2,oracle-node-3,oracle-node-4",4,1,1.0,180,60,120,2026-03-21T02:38:30.288878Z,2026-03-21T02:41:32.447236Z,0,,180,180,0,956.8278342833333,1428.9876626499981,0.0,0.0,0.0,180,145,35,0.19444444444444445,0.9972602889550788,0.9766857881893589,1.0134032678398168,1.0,0.7843137254901961,0.6415094339622641,0.020631023809518843,60.39298367500305
